Region,Area,Site,Month,Weekday,Saturday,Sunday,Daily
London and South East,Milton Keynes,Site14,December,5903,6007,6010,5871
London and South East,Milton Keynes,Site15,January,6029,5805,5838,5768
London and South East,Milton Keynes,Site15,February,6016,6010,5782,5743
London and South East,Milton Keynes,Site15,March,5768,5825,5927,5798
London and South East,Milton Keynes,Site15,April,5956,5959,5796,5927
London and South East,Milton Keynes,Site15,May,5927,5773,5913,5881
London and South East,Milton Keynes,Site15,June,5912,5993,6099,5854
London and South East,Milton Keynes,Site15,July,6034,6024,5758,5864
London and South East,Milton Keynes,Site15,August,5953,5841,5878,6017
London and South East,Milton Keynes,Site15,September,6068,5903,5971,5865
London and South East,Milton Keynes,Site15,October,5985,5919,5863,5933
London and South East,Milton Keynes,Site15,November,5910,5800,6111,5826
London and South East,Milton Keynes,Site15,December,5826,6113,5689,5769
London and South East,Milton Keynes,Site16,January,5856,6138,5714,5892
London and South East,Milton Keynes,Site16,February,6057,5945,6059,5904
London and South East,Milton Keynes,Site16,March,5805,5724,5812,5849
London and South East,Milton Keynes,Site16,April,5921,6059,5858,5815
London and South East,Milton Keynes,Site16,May,5959,5539,5943,6032
London and South East,Milton Keynes,Site16,June,6023,5876,5971,5962
London and South East,Milton Keynes,Site16,July,5857,6043,5815,5910
London and South East,Milton Keynes,Site16,August,6032,5974,5981,5913
London and South East,Milton Keynes,Site16,September,5726,5953,5888,5714
London and South East,Milton Keynes,Site16,October,5998,5953,5978,5952
London and South East,Milton Keynes,Site16,November,5937,5880,5895,5834
London and South East,Milton Keynes,Site16,December,5891,5830,5597,5919
London and South East,Tottenham,Site17,January,5925,6019,5937,6135
London and South East,Tottenham,Site17,February,5953,5816,5788,5876
London and South East,Tottenham,Site17,March,5860,5867,5725,5796
London and South East,Tottenham,Site17,April,6032,5922,5851,5847
London and South East,Tottenham,Site17,May,5905,5925,6142,5803
London and South East,Tottenham,Site17,June,5708,5855,5825,5939
London and South East,Tottenham,Site17,July,5915,5977,6047,6076
London and South East,Tottenham,Site17,August,5925,5887,5797,5901
London and South East,Tottenham,Site17,September,5858,5903,5954,5926
London and South East,Tottenham,Site17,October,5846,6045,5897,5987
London and South East,Tottenham,Site17,November,5908,5830,5907,5938
London and South East,Tottenham,Site17,December,5812,5901,6005,5891
London and South East,Tottenham,Site18,January,6186,5826,5824,5954
London and South East,Tottenham,Site18,February,5687,5805,5820,5965
London and South East,Tottenham,Site18,March,5733,6020,5960,5948
London and South East,Tottenham,Site18,April,6024,5971,5659,5788
London and South East,Tottenham,Site18,May,5863,5897,5865,5925
London and South East,Tottenham,Site18,June,5940,5857,5912,6036
London and South East,Tottenham,Site18,July,6014,5940,6033,5851
London and South East,Tottenham,Site18,August,5780,5740,5738,5842
London and South East,Tottenham,Site18,September,5872,5792,5962,5838
London and South East,Tottenham,Site18,October,5910,5834,6046,5824
London and South East,Tottenham,Site18,November,5908,5943,5978,5959
London and South East,Tottenham,Site18,December,5975,5989,5710,5838
London and South East,Tottenham,Site19,January,5914,6015,5929,5926
London and South East,Tottenham,Site19,February,5953,6074,5904,6012
London and South East,Tottenham,Site19,March,5746,5711,5774,6124
London and South East,Tottenham,Site19,April,5743,5910,5945,5824
London and South East,Tottenham,Site19,May,5804,6023,5803,5728
London and South East,Tottenham,Site19,June,5805,5854,5827,6146
London and South East,Tottenham,Site19,July,5802,5894,5959,5858
London and South East,Tottenham,Site19,August,6025,5652,6118,5878
London and South East,Tottenham,Site19,September,6117,5902,5895,5803
London and South East,Tottenham,Site19,October,5847,5889,6031,5993
London and South East,Tottenham,Site19,November,6059,5879,5873,5774
London and South East,Tottenham,Site19,December,5999,5857,5876,5961
London and South East,Tottenham,Site20,January,5958,5783,6094,5812
London and South East,Tottenham,Site20,February,5924,5592,5841,5893
London and South East,Tottenham,Site20,March,6044,6023,5890,5948
London and South East,Tottenham,Site20,April,6093,6089,5894,5915
London and South East,Tottenham,Site20,May,5944,5986,5963,5866
London and South East,Tottenham,Site20,June,5869,6012,5977,5778
London and South East,Tottenham,Site20,July,5802,5734,5805,5797
London and South East,Tottenham,Site20,August,5935,5804,5859,5920
London and South East,Tottenham,Site20,September,6042,5835,5889,5831
London and South East,Tottenham,Site20,October,5941,5945,5852,5806
London and South East,Tottenham,Site20,November,5754,5969,5927,5785
London and South East,Tottenham,Site20,December,5888,5761,5702,5867
London and South East,Tottenham,Site21,January,5797,6005,5953,5745
London and South East,Tottenham,Site21,February,5779,5953,5852,6006
London and South East,Tottenham,Site21,March,6101,5872,5896,5844
London and South East,Tottenham,Site21,April,5823,5979,5732,5843
London and South East,Tottenham,Site21,May,5862,5710,5824,6007
London and South East,Tottenham,Site21,June,5886,5603,5742,5858
London and South East,Tottenham,Site21,July,5866,6006,6022,6085
London and South East,Tottenham,Site21,August,5986,6015,5792,5853
London and South East,Tottenham,Site21,September,5931,5918,5870,5837
London and South East,Tottenham,Site21,October,5816,5890,5811,6027
London and South East,Tottenham,Site21,November,5853,5954,5776,5771
London and South East,Tottenham,Site21,December,5794,5882,6035,6047
London and South East,Tottenham,Site22,January,5803,5891,5903,5967
London and South East,Tottenham,Site22,February,6068,5690,5865,5983
London and South East,Tottenham,Site22,March,5771,5692,6061,5842
London and South East,Tottenham,Site22,April,5760,5857,5842,5673
London and South East,Tottenham,Site22,May,5949,5769,5656,5987
London and South East,Tottenham,Site22,June,5815,6011,5937,5834
London and South East,Tottenham,Site22,July,5859,5827,5840,5826
London and South East,Tottenham,Site22,August,5932,5918,5799,5778
London and South East,Tottenham,Site22,September,5959,6040,5901,6047
London and South East,Tottenham,Site22,October,5811,5800,5918,5860
London and South East,Tottenham,Site22,November,6021,5808,5980,5822
London and South East,Tottenham,Site22,December,5829,5673,5758,5873
London and South East,Tottenham,Site23,January,5864,5920,5830,5712
London and South East,Tottenham,Site23,February,5914,5811,5808,5805
London and South East,Tottenham,Site23,March,6032,5729,5842,6004
London and South East,Tottenham,Site23,April,5862,5991,5747,5974
London and South East,Tottenham,Site23,May,5938,5931,5860,5949
London and South East,Tottenham,Site23,June,5892,5685,5932,5781
London and South East,Tottenham,Site23,July,5850,5973,6083,6071
London and South East,Tottenham,Site23,August,5914,5715,5799,5931
London and South East,Tottenham,Site23,September,5886,5945,5878,5802
London and South East,Tottenham,Site23,October,6090,5873,5807,5954
London and South East,Tottenham,Site23,November,5866,5765,5825,5863
London and South East,Tottenham,Site23,December,5937,5946,5983,5993
London and South East,Tottenham,Site24,January,5779,5820,5962,5937
London and South East,Tottenham,Site24,February,5973,5961,5726,5746
London and South East,Tottenham,Site24,March,6023,6044,6015,5941
London and South East,Tottenham,Site24,April,5766,5777,5937,6148
London and South East,Tottenham,Site24,May,5953,5864,6016,5997
London and South East,Tottenham,Site24,June,6058,5879,5947,5904
London and South East,Tottenham,Site24,July,5962,5937,5764,6137
London and South East,Tottenham,Site24,August,5721,5802,5892,5832
London and South East,Tottenham,Site24,September,5871,6058,5929,5931
London and South East,Tottenham,Site24,October,5745,5795,5974,5796
London and South East,Tottenham,Site24,November,5822,5787,5867,5664
London and South East,Tottenham,Site24,December,5653,6119,5831,5884
London and South East,Tottenham,Site25,January,6053,5833,5883,6053
London and South East,Tottenham,Site25,February,5767,6025,5864,5994
London and South East,Tottenham,Site25,March,5983,6160,5764,5800
London and South East,Tottenham,Site25,April,5934,6066,5808,5741
London and South East,Tottenham,Site25,May,5794,6036,6012,5970
London and South East,Tottenham,Site25,June,5842,5823,5775,5911
London and South East,Tottenham,Site25,July,5792,5785,5829,5965
London and South East,Tottenham,Site25,August,5872,6027,5943,5785
London and South East,Tottenham,Site25,September,5940,6034,5934,5927
London and South East,Tottenham,Site25,October,6023,6046,5707,6020
London and South East,Tottenham,Site25,November,5871,5882,5874,5747
London and South East,Tottenham,Site25,December,5951,5961,5824,5920
London and South East,Tottenham,Site26,January,5947,5898,5889,5913
London and South East,Tottenham,Site26,February,5739,5876,5882,5920
London and South East,Tottenham,Site26,March,5845,5985,5778,5773
London and South East,Tottenham,Site26,April,5954,5670,5952,5914
London and South East,Tottenham,Site26,May,5955,5891,5856,5774
London and South East,Tottenham,Site26,June,5777,5883,5851,5925
London and South East,Tottenham,Site26,July,5993,5669,6018,5925
London and South East,Tottenham,Site26,August,5850,5809,5911,5894
London and South East,Tottenham,Site26,September,5870,5911,5967,5955
London and South East,Tottenham,Site26,October,5802,5858,5951,6044
London and South East,Tottenham,Site26,November,5761,5864,5985,5822
London and South East,Tottenham,Site26,December,5995,6143,5996,5773
London and South East,Paddington,Site27,January,5934,6067,5818,5581
London and South East,Paddington,Site27,February,5977,5693,5633,6020
London and South East,Paddington,Site27,March,5906,5980,6052,5718
London and South East,Paddington,Site27,April,5971,5933,5871,5920
London and South East,Paddington,Site27,May,5882,5897,5916,6047
London and South East,Paddington,Site27,June,5878,5950,5848,5981
London and South East,Paddington,Site27,July,5804,6007,5891,5915
London and South East,Paddington,Site27,August,5783,5724,5814,5915
London and South East,Paddington,Site27,September,6047,6012,5812,5992
London and South East,Paddington,Site27,October,5986,6005,5977,5746
London and South East,Paddington,Site27,November,5779,5953,5945,5965
London and South East,Paddington,Site27,December,5890,5953,5958,5892
London and South East,Paddington,Site28,January,5785,5944,5921,5923
London and South East,Paddington,Site28,February,5738,5921,6056,5741
London and South East,Paddington,Site28,March,5919,5888,5820,5732
London and South East,Paddington,Site28,April,5914,5814,6102,5828
London and South East,Paddington,Site28,May,5920,5694,5899,5900
London and South East,Paddington,Site28,June,5874,5986,5823,6033
London and South East,Paddington,Site28,July,5781,5995,5865,5875
London and South East,Paddington,Site28,August,5839,5865,5918,5831
London and South East,Paddington,Site28,September,5859,5871,5752,5593
London and South East,Paddington,Site28,October,5786,5716,6017,5789
London and South East,Paddington,Site28,November,6091,5906,5955,5836
London and South East,Paddington,Site28,December,6020,5851,5699,6046
London and South East,Paddington,Site29,January,5652,5888,5717,5910
London and South East,Paddington,Site29,February,5886,5862,5834,5726
London and South East,Paddington,Site29,March,5870,5918,5848,5955
London and South East,Paddington,Site29,April,5799,5957,5980,5875
London and South East,Paddington,Site29,May,5740,5713,5723,5989
London and South East,Paddington,Site29,June,5895,5750,5711,5916
London and South East,Paddington,Site29,July,5834,5919,5883,5922
London and South East,Paddington,Site29,August,5959,5842,5884,5802
London and South East,Paddington,Site29,September,5830,5798,6065,5916
London and South East,Paddington,Site29,October,5854,5792,5815,5954
London and South East,Paddington,Site29,November,5941,5930,5929,5800
London and South East,Paddington,Site29,December,5754,5891,5836,5904
London and South East,Paddington,Site30,January,5796,5873,5672,6087
London and South East,Paddington,Site30,February,5922,5829,6029,5946
London and South East,Paddington,Site30,March,5892,5908,5973,5907
London and South East,Paddington,Site30,April,5859,5854,5833,5931
London and South East,Paddington,Site30,May,5870,5831,5766,6001
London and South East,Paddington,Site30,June,5950,5813,5812,5955
London and South East,Paddington,Site30,July,5907,5830,5838,5966
London and South East,Paddington,Site30,August,5869,6019,5946,5918
London and South East,Paddington,Site30,September,6038,5926,5868,5941
London and South East,Paddington,Site30,October,5938,5979,5726,5682
London and South East,Paddington,Site30,November,5934,5770,5768,5831
London and South East,Paddington,Site30,December,5863,5794,6000,5858
London and South East,Paddington,Site31,January,5802,5724,5870,5905
London and South East,Paddington,Site31,February,6020,5881,5682,5868
London and South East,Paddington,Site31,March,5973,5889,6032,5977
London and South East,Paddington,Site31,April,5934,5863,5974,6123
London and South East,Paddington,Site31,May,5778,6021,5836,5834
London and South East,Paddington,Site31,June,5950,5990,6094,5878
London and South East,Paddington,Site31,July,5907,5919,5976,5999
London and South East,Paddington,Site31,August,5922,5859,5798,6091
London and South East,Paddington,Site31,September,6071,5805,5770,5912
London and South East,Paddington,Site31,October,5852,5782,5784,6036
London and South East,Paddington,Site31,November,5920,6108,5983,5737
London and South East,Paddington,Site31,December,5881,5829,6069,6094
London and South East,Paddington,Site32,January,5952,5875,5875,5887
London and South East,Paddington,Site32,February,5964,6041,5796,5933
London and South East,Paddington,Site32,March,5921,6186,5901,6053
London and South East,Paddington,Site32,April,5958,5895,5923,6121
London and South East,Paddington,Site32,May,5964,5945,5925,5984
London and South East,Paddington,Site32,June,5938,5944,5701,5994
London and South East,Paddington,Site32,July,6034,5773,5906,6042
London and South East,Paddington,Site32,August,5935,5961,5973,5740
London and South East,Paddington,Site32,September,5793,5807,5800,6034
London and South East,Paddington,Site32,October,5992,5811,5952,6026
London and South East,Paddington,Site32,November,6047,5807,6063,5782
London and South East,Paddington,Site32,December,5818,5760,5793,5767
North West,Blackburn,Site1,January,5781,5699,5874,6008
North West,Blackburn,Site1,February,5899,5926,5987,5806
North West,Blackburn,Site1,March,5894,5719,5852,5954
North West,Blackburn,Site1,April,5823,5931,5985,5977
North West,Blackburn,Site1,May,5930,5742,6039,5902
North West,Blackburn,Site1,June,5827,5917,5988,5980
North West,Blackburn,Site1,July,5925,5866,5835,5862
North West,Blackburn,Site1,August,5894,5974,5786,5919
North West,Blackburn,Site1,September,5910,5894,5932,5821
North West,Blackburn,Site1,October,5785,5985,5900,5797
North West,Blackburn,Site1,November,5872,5954,5910,5878
North West,Blackburn,Site1,December,5956,6014,5968,5801
North West,Blackburn,Site2,January,5881,5844,5952,5920
North West,Blackburn,Site2,February,5938,5974,5743,5943
North West,Blackburn,Site2,March,6041,5856,5831,5968
North West,Blackburn,Site2,April,5958,5779,5858,5842
North West,Blackburn,Site2,May,5891,5937,6001,5783
North West,Blackburn,Site2,June,6010,5949,5775,5652
North West,Blackburn,Site2,July,5681,5842,5942,5967
North West,Blackburn,Site2,August,5969,5868,5982,5817
North West,Blackburn,Site2,September,5930,5924,5775,5624
North West,Blackburn,Site2,October,5663,5818,5952,5668
North West,Blackburn,Site2,November,5881,5894,5834,5845
North West,Blackburn,Site2,December,5849,5838,5855,5888
North West,Blackburn,Site3,January,5907,5900,5867,5904
North West,Blackburn,Site3,February,5796,5753,5933,5933
North West,Blackburn,Site3,March,6021,5842,5912,5739
North West,Blackburn,Site3,April,6005,5893,6110,5987
North West,Blackburn,Site3,May,5755,5803,5715,5819
North West,Blackburn,Site3,June,5699,5897,5774,5900
North West,Blackburn,Site3,July,5949,5934,5951,5850
North West,Blackburn,Site3,August,5847,5777,5836,5997
North West,Blackburn,Site3,September,5971,6062,5957,5815
North West,Blackburn,Site3,October,6079,5807,5819,5837
North West,Blackburn,Site3,November,5838,5892,5704,6042
North West,Blackburn,Site3,December,5911,5916,6018,5882
North West,Blackburn,Site4,January,5645,5841,5821,5851
North West,Blackburn,Site4,February,5811,5871,5896,5886
North West,Blackburn,Site4,March,5725,5805,5913,5988
North West,Blackburn,Site4,April,5795,5715,5920,5872
North West,Blackburn,Site4,May,5829,5803,5735,5933
North West,Blackburn,Site4,June,5850,5745,5842,5997
North West,Blackburn,Site4,July,5822,6009,5936,5991
North West,Blackburn,Site4,August,5924,5814,5941,5874
North West,Blackburn,Site4,September,5917,5774,5907,5793
North West,Blackburn,Site4,October,6042,5875,5974,5920
North West,Blackburn,Site4,November,5737,5840,6016,5968
North West,Blackburn,Site4,December,5876,5885,5952,5836
North West,Blackburn,Site5,January,5918,5929,5900,5909
North West,Blackburn,Site5,February,6072,6016,5899,5831
North West,Blackburn,Site5,March,5713,5928,5819,5732
North West,Blackburn,Site5,April,5925,5897,5728,5890
North West,Blackburn,Site5,May,5819,5762,5966,5815
North West,Blackburn,Site5,June,5943,5931,5629,5886
North West,Blackburn,Site5,July,5869,5700,5743,5814
North West,Blackburn,Site5,August,5665,5736,5890,6009
North West,Blackburn,Site5,September,5846,6088,5892,5817
North West,Blackburn,Site5,October,5752,5954,5864,6035
North West,Blackburn,Site5,November,6007,5799,5826,5805
North West,Blackburn,Site5,December,5827,5816,5977,6015
North West,Blackburn,Site6,January,6061,5856,5930,5798
North West,Blackburn,Site6,February,5858,5693,5925,5983
North West,Blackburn,Site6,March,5775,5861,5706,5763
North West,Blackburn,Site6,April,5792,5871,5835,5883
North West,Blackburn,Site6,May,5831,5882,5993,5920
North West,Blackburn,Site6,June,5949,5964,5928,5938
North West,Blackburn,Site6,July,6034,5957,6088,5979
North West,Blackburn,Site6,August,5791,5883,5927,5945
North West,Blackburn,Site6,September,5999,5920,6110,5903
North West,Blackburn,Site6,October,5960,5907,5600,5855
North West,Blackburn,Site6,November,5762,6076,5564,5970
North West,Blackburn,Site6,December,5799,5834,5903,5858
North West,Blackburn,Site7,January,5939,5867,6151,5689
North West,Blackburn,Site7,February,5914,5814,5951,5938
North West,Blackburn,Site7,March,5764,5765,5871,5879
North West,Blackburn,Site7,April,5833,5870,6055,5923
North West,Blackburn,Site7,May,5796,5919,5885,5886
North West,Blackburn,Site7,June,5954,5902,5809,5873
North West,Blackburn,Site7,July,5832,6032,5784,5918
North West,Blackburn,Site7,August,5585,5877,5801,5869
North West,Blackburn,Site7,September,5861,5955,5885,5819
North West,Blackburn,Site7,October,5766,5980,5806,5859
North West,Blackburn,Site7,November,5733,5790,5895,5912
North West,Blackburn,Site7,December,6087,5882,6073,5770
North West,Blackburn,Site8,January,5964,6002,5966,5813
North West,Blackburn,Site8,February,6048,5947,5800,5872
North West,Blackburn,Site8,March,5977,5892,6072,5959
North West,Blackburn,Site8,April,5911,5937,5936,6025
North West,Blackburn,Site8,May,5675,5845,5945,5831
North West,Blackburn,Site8,June,5952,5953,5924,5851
North West,Blackburn,Site8,July,5711,5861,5742,5989
North West,Blackburn,Site8,August,5976,5902,5825,5842
North West,Blackburn,Site8,September,5965,5811,5785,5859
North West,Blackburn,Site8,October,5876,6020,5717,5885
North West,Blackburn,Site8,November,5851,5691,5839,6156
North West,Blackburn,Site8,December,5955,5935,5892,5880
North West,Blackburn,Site9,January,5772,5991,5895,5748
North West,Blackburn,Site9,February,5834,5788,5902,6049
North West,Blackburn,Site9,March,5862,5923,6011,6028
North West,Blackburn,Site9,April,5845,5834,5812,5700
North West,Blackburn,Site9,May,5803,6041,5895,5672
North West,Blackburn,Site9,June,6056,5850,5774,5950
North West,Blackburn,Site9,July,6112,5872,5836,5989
North West,Blackburn,Site9,August,5851,5904,5795,5877
North West,Blackburn,Site9,September,5830,5826,5806,5851
North West,Blackburn,Site9,October,5882,5694,5836,5874
North West,Blackburn,Site9,November,5960,5881,5888,5957
North West,Blackburn,Site9,December,5941,5914,5930,6025
North West,Blackburn,Site10,January,5918,6064,5907,5708
North West,Blackburn,Site10,February,5953,5831,6003,6120
North West,Blackburn,Site10,March,5948,5829,5790,5825
North West,Blackburn,Site10,April,5918,5994,5793,5935
North West,Blackburn,Site10,May,5757,5984,5818,5929
North West,Blackburn,Site10,June,5915,5611,5937,5891
North West,Blackburn,Site10,July,5906,5935,5826,5874
North West,Blackburn,Site10,August,5936,5985,5745,5900
North West,Blackburn,Site10,September,5858,6020,5740,5869
North West,Blackburn,Site10,October,6003,6032,6138,5780
North West,Blackburn,Site10,November,5845,5929,5830,5949
North West,Blackburn,Site10,December,6114,5912,5860,5811
North West,Liverpool,Site11,January,5641,5847,5795,5825
North West,Liverpool,Site11,February,5870,5990,5952,6021
North West,Liverpool,Site11,March,6086,5759,5962,5822
North West,Liverpool,Site11,April,5726,5936,6113,6017
North West,Liverpool,Site11,May,5912,5904,6051,5958
North West,Liverpool,Site11,June,6020,5855,6039,6103
North West,Liverpool,Site11,July,5779,5875,5996,5900
North West,Liverpool,Site11,August,5913,5927,5674,5788
North West,Liverpool,Site11,September,5948,5877,5892,6048
North West,Liverpool,Site11,October,5868,5925,5859,5848
North West,Liverpool,Site11,November,5991,5900,5671,6057
North West,Liverpool,Site11,December,5931,5806,5941,6037
North West,Liverpool,Site12,January,5941,5839,5977,5879
North West,Liverpool,Site12,February,5839,5957,6037,5935
North West,Liverpool,Site12,March,5992,5900,5885,5831
North West,Liverpool,Site12,April,5933,5797,5875,5980
North West,Liverpool,Site12,May,5951,5768,5851,5924
North West,Liverpool,Site12,June,5776,5999,5838,5829
North West,Liverpool,Site12,July,6027,5921,5869,5871
North West,Liverpool,Site12,August,5824,5661,5751,5934
North West,Liverpool,Site12,September,5903,5877,5985,5965
North West,Liverpool,Site12,October,5912,5864,5883,5840
North West,Liverpool,Site12,November,5984,5931,5835,6077
North West,Liverpool,Site12,December,5836,5875,5989,5921
North West,Liverpool,Site13,January,5949,5769,5768,5833
North West,Liverpool,Site13,February,5864,5963,5901,5802
North West,Liverpool,Site13,March,5971,5877,5835,6054
North West,Liverpool,Site13,April,5777,5792,5822,5797
North West,Liverpool,Site13,May,6086,6024,5949,5961
North West,Liverpool,Site13,June,5866,5801,5980,5812
North West,Liverpool,Site13,July,5903,5923,5801,5808
North West,Liverpool,Site13,August,5578,5909,5887,5937
North West,Liverpool,Site13,September,5914,6034,5895,5537
North West,Liverpool,Site13,October,5738,5865,5910,5979
North West,Liverpool,Site13,November,5959,5729,5933,5793
North West,Liverpool,Site13,December,5842,5804,5912,5858
North West,Liverpool,Site14,January,6008,5845,5937,5877
North West,Liverpool,Site14,February,5884,5872,5833,5945
North West,Liverpool,Site14,March,6029,5800,5886,5837
North West,Liverpool,Site14,April,5949,5948,6099,5750
North West,Liverpool,Site14,May,5950,5898,5967,5888
North West,Liverpool,Site14,June,5911,5789,5874,5928
North West,Liverpool,Site14,July,5964,5828,5709,6005
North West,Liverpool,Site14,August,5880,5993,5935,5957
North West,Liverpool,Site14,September,5951,5806,5830,5844
North West,Liverpool,Site14,October,6009,5870,6040,5894
North West,Liverpool,Site14,November,5991,6027,5860,5997
North West,Liverpool,Site14,December,5932,5777,5636,5736
North West,Liverpool,Site15,January,5846,5850,6024,5769
North West,Liverpool,Site15,February,5860,5909,5924,5822
North West,Liverpool,Site15,March,6091,5897,5971,5898
North West,Liverpool,Site15,April,5904,5884,5786,5953
North West,Liverpool,Site15,May,5764,6005,5903,5918
North West,Liverpool,Site15,June,5940,5892,5885,5771
North West,Liverpool,Site15,July,5902,5840,5935,5824
North West,Liverpool,Site15,August,5641,5810,6270,5921
North West,Liverpool,Site15,September,5932,5879,5804,5839
North West,Liverpool,Site15,October,5768,5953,5933,5930
North West,Liverpool,Site15,November,5903,5862,5817,5933
North West,Liverpool,Site15,December,5775,5888,5997,5807
North West,Liverpool,Site16,January,5932,6042,5922,5749
North West,Liverpool,Site16,February,5928,5773,5887,5927
North West,Liverpool,Site16,March,5916,5905,6013,5736
North West,Liverpool,Site16,April,6029,5862,5879,6114
North West,Liverpool,Site16,May,5973,5851,5976,5971
North West,Liverpool,Site16,June,5888,5771,5985,5897
North West,Liverpool,Site16,July,5975,5990,5842,5928
North West,Liverpool,Site16,August,5907,5866,5948,5826
North West,Liverpool,Site16,September,5901,5935,5772,5830
North West,Liverpool,Site16,October,5793,5784,5842,5832
North West,Liverpool,Site16,November,5940,5858,5938,5813
North West,Liverpool,Site16,December,5924,5903,5822,5944
North West,Manchester,Site17,January,5960,5828,6135,5848
North West,Manchester,Site17,February,5908,5856,5910,5861
North West,Manchester,Site17,March,6042,5797,5773,5924
North West,Manchester,Site17,April,5874,5973,5922,5891
North West,Manchester,Site17,May,5747,5889,5882,5789
North West,Manchester,Site17,June,5870,5786,5818,5927
North West,Manchester,Site17,July,5905,5775,5806,5849
North West,Manchester,Site17,August,6006,5826,5791,5919
North West,Manchester,Site17,September,5914,5875,5914,5851
North West,Manchester,Site17,October,5920,6008,5781,6004
North West,Manchester,Site17,November,5849,5860,5927,5906
North West,Manchester,Site17,December,5707,5940,5776,5889
North West,Manchester,Site18,January,5912,5796,5916,5833
North West,Manchester,Site18,February,5876,5813,5854,5961
North West,Manchester,Site18,March,5785,5847,5928,5683
North West,Manchester,Site18,April,5701,5864,5944,5966
North West,Manchester,Site18,May,5860,5946,5905,5730
North West,Manchester,Site18,June,6014,5982,5860,6026
North West,Manchester,Site18,July,5962,6172,5898,5882
North West,Manchester,Site18,August,5854,5987,5786,5820
North West,Manchester,Site18,September,5782,5815,5777,5949
North West,Manchester,Site18,October,5912,5861,5875,5891
North West,Manchester,Site18,November,5813,5925,5918,5908
North West,Manchester,Site18,December,5957,5872,5982,5850
North West,Manchester,Site19,January,5986,6112,6009,5903
North West,Manchester,Site19,February,5832,5899,5968,5964
North West,Manchester,Site19,March,5837,5809,5823,5937
North West,Manchester,Site19,April,5868,5808,5842,5773
North West,Manchester,Site19,May,5886,5930,5989,5936
North West,Manchester,Site19,June,5996,5697,5806,5786
North West,Manchester,Site19,July,5929,5711,5904,5933
North West,Manchester,Site19,August,5905,5970,6018,5991
North West,Manchester,Site19,September,5950,5901,5911,5739
North West,Manchester,Site19,October,5814,6045,5892,5853
North West,Manchester,Site19,November,6104,6204,5988,5989
North West,Manchester,Site19,December,5651,5907,5853,5876
North West,Manchester,Site20,January,5877,5777,5664,6030
North West,Manchester,Site20,February,5884,5899,5790,5928
North West,Manchester,Site20,March,5811,5926,5982,6047
North West,Manchester,Site20,April,6021,5785,6021,5929
North West,Manchester,Site20,May,5806,6127,5843,5718
North West,Manchester,Site20,June,5963,5853,5906,5937
North West,Manchester,Site20,July,5883,5764,5919,5869
North West,Manchester,Site20,August,5927,5904,5801,5985
North West,Manchester,Site20,September,5696,5762,5861,5839
North West,Manchester,Site20,October,5790,5767,5978,5885
North West,Manchester,Site20,November,5892,5990,5948,5967
North West,Manchester,Site20,December,5861,5641,5950,6167
North West,Manchester,Site21,January,5796,5892,6020,5872
North West,Manchester,Site21,February,5938,5886,5885,5817
North West,Manchester,Site21,March,5999,5996,5861,5829
North West,Manchester,Site21,April,5890,6019,5976,6045
North West,Manchester,Site21,May,5680,5937,6041,6005
North West,Manchester,Site21,June,6036,5839,5928,5920
North West,Manchester,Site21,July,5769,5816,5993,5755
North West,Manchester,Site21,August,5853,5907,5915,5818
North West,Manchester,Site21,September,6018,5798,5981,5798
North West,Manchester,Site21,October,6059,5889,5839,6109
North West,Manchester,Site21,November,5957,5853,6005,5887
North West,Manchester,Site21,December,6067,5808,5891,5881
North West,Manchester,Site22,January,6037,5745,5785,6020
North West,Manchester,Site22,February,5764,6032,5901,5839
North West,Manchester,Site22,March,5942,5925,6006,6015
North West,Manchester,Site22,April,5901,5978,5896,5831
North West,Manchester,Site22,May,5714,5997,5795,5950
North West,Manchester,Site22,June,5843,5973,5836,5965
North West,Manchester,Site22,July,5931,5880,6086,5850
North West,Manchester,Site22,August,5618,5727,5882,5764
North West,Manchester,Site22,September,5884,5919,6001,6007
North West,Manchester,Site22,October,5937,5942,5867,5859
North West,Manchester,Site22,November,5670,5928,6015,5796
North West,Manchester,Site22,December,5862,6030,5885,5801
North West,Manchester,Site23,January,5985,5804,5893,5912
North West,Manchester,Site23,February,6010,5746,5761,5800
North West,Manchester,Site23,March,5965,5878,5744,5915
North West,Manchester,Site23,April,5984,5914,5747,5813
North West,Manchester,Site23,May,5832,5743,5794,5739
North West,Manchester,Site23,June,6002,5869,5941,5782
North West,Manchester,Site23,July,5868,5784,5836,5640
North West,Manchester,Site23,August,5758,5875,5902,5736
North West,Manchester,Site23,September,5932,6125,5952,5851
North West,Manchester,Site23,October,5993,5971,5951,5897
North West,Manchester,Site23,November,5911,6059,5970,5835
North West,Manchester,Site23,December,5920,5949,5992,6029
Wales and South West,Devizes,Site1,January,5976,5850,5814,5878
Wales and South West,Devizes,Site1,February,5631,5972,5780,5917
Wales and South West,Devizes,Site1,March,5935,5939,5843,6063
Wales and South West,Devizes,Site1,April,5842,5958,5886,5638
Wales and South West,Devizes,Site1,May,5921,6026,5839,5839
Wales and South West,Devizes,Site1,June,5922,6022,5719,5817
Wales and South West,Devizes,Site1,July,5890,5841,5956,5837
Wales and South West,Devizes,Site1,August,5879,5850,5933,5826
Wales and South West,Devizes,Site1,September,5894,5973,5984,5741
Wales and South West,Devizes,Site1,October,5775,5918,5823,5859
Wales and South West,Devizes,Site1,November,5974,5808,5958,5939
